Number,X,Y,Al,Ti,Cr,Fe,Co,Ni,Cu,Zr,Mo,W,Mn,Si,Mg,Resistance,Thickness,Resistivity,Ex_resistivity,ravg,delta,dHmix,ENavg,dEN,N,Compo
33322,-21,9,59.29,0,21.388,0,0,0,0,0,0,0,0,0,19.322,1.082,485.5667,237.9985757,232.9056549,0.4206717,0.661943772,-2.021573398,1.562728,0.125259163,3,Mg/Al/Cr
33323,-21,11,59.66964,0,20.90327,0,0,0,0,0,0,0,0,0,19.42709,1.065,488.5667,235.7065616,230.6595581,0.422290113,0.662982669,-2.018067163,1.562170365,0.125376588,3,Mg/Al/Cr
33324,-21,13,60.04927,0,20.41855,0,0,0,0,0,0,0,0,0,19.53218,1.046,491.5667,232.922982,227.9218949,0.423908524,0.664013627,-2.014130186,1.561612735,0.125491427,3,Mg/Al/Cr
33325,-21,15,60.42891,0,19.93382,0,0,0,0,0,0,0,0,0,19.63727,1.024,494.5667,229.4156443,224.4604745,0.425526936,0.665036731,-2.009763384,1.5610551,0.125603683,3,Mg/Al/Cr
33326,-21,17,60.80855,0,19.44909,0,0,0,0,0,0,0,0,0,19.74236,1.012,497.5667,228.1024877,223.1932353,0.427145349,0.666052072,-2.004966285,1.560497465,0.125713366,3,Mg/Al/Cr
33327,-21,19,61.18818,0,18.96436,0,0,0,0,0,0,0,0,0,19.84745,1.001,500.5667,226.9834718,222.120137,0.428763747,0.667059696,-1.999737974,1.559939669,0.12582048,3,Mg/Al/Cr
33328,-21,21,61.56782,0,18.47964,0,0,0,0,0,0,0,0,0,19.95255,0.984,503.3182,224.3550943,219.5376751,0.430382333,0.668059976,-1.994079568,1.559382331,0.125925063,3,Mg/Al/Cr
33329,-21,23,61.94745,0,17.99491,0,0,0,0,0,0,0,0,0,20.05764,0.967,504.8273,221.1401036,216.368602,0.432000731,0.66905251,-1.987990775,1.558824535,0.126027063,3,Mg/Al/Cr
33330,-21,25,62.32709,0,17.51018,0,0,0,0,0,0,0,0,0,20.16273,0.96,506.3364,220.1955736,215.4699894,0.433619144,0.67003767,-1.981472586,1.5582669,0.126126515,3,Mg/Al/Cr
33331,-21,27,62.72826,0,17.02616,0,0,0,0,0,0,0,0,0,20.24558,0.956,507.8455,219.931635,215.2522851,0.434913392,0.670779531,-1.97889852,1.55777634,0.126171967,3,Mg/Al/Cr
33332,-21,29,63.14022,0,16.53917,0,0,0,0,0,0,0,0,0,20.32061,0.94,509.3545,216.8933332,212.2606463,0.436094237,0.671433418,-1.977159735,1.557307755,0.126196496,3,Mg/Al/Cr
33333,-21,31,63.5563,0,16.04854,0,0,0,0,0,0,0,0,0,20.39516,0.933,510.8636,215.9159897,211.3303327,0.437268744,0.672077639,-1.974735623,1.55683879,0.126217048,3,Mg/Al/Cr
33334,-21,33,63.9765,0,15.55427,0,0,0,0,0,0,0,0,0,20.46923,0.915,512.3727,212.3759223,207.8376621,0.438436913,0.6727123,-1.971585044,1.556369445,0.126233622,3,Mg/Al/Cr
33335,-21,35,64.40082,0,15.05635,0,0,0,0,0,0,0,0,0,20.54284,0.912,514.6789,212.632382,208.1418859,0.43959905,0.673337753,-1.967663923,1.555899816,0.126246258,3,Mg/Al/Cr
33336,-21,37,64.82926,0,14.55478,0,0,0,0,0,0,0,0,0,20.61596,0.907,517.2537,212.524545,208.0821814,0.440754677,0.673953651,-1.962933094,1.55542951,0.126254882,3,Mg/Al/Cr
33337,-19,-37,51.18078,0,33.05594,0,0,0,0,0,0,0,0,0,15.76328,1.638,420.5254,312.0357342,305.855443,0.36672092,0.619827527,-2.41046438,1.57923813,0.118604628,3,Mg/Al/Cr
33338,-19,-35,51.55058,0,32.4435,0,0,0,0,0,0,0,0,0,16.00592,1.611,423.8378,309.3096212,303.1854334,0.370366424,0.623145912,-2.364851107,1.57820399,0.119186531,3,Mg/Al/Cr
33339,-19,-33,51.91371,0,31.84171,0,0,0,0,0,0,0,0,0,16.24458,1.586,427.1051,306.8570759,300.7880118,0.373952023,0.626347106,-2.321088355,1.577187115,0.119747565,3,Mg/Al/Cr
33340,-19,-31,52.27019,0,31.25054,0,0,0,0,0,0,0,0,0,16.47928,1.556,430.0777,303.1480082,297.1330903,0.377478027,0.629436268,-2.279117302,1.576187591,0.12028851,3,Mg/Al/Cr
33341,-19,-29,52.62,0,30.67,0,0,0,0,0,0,0,0,0,16.71,1.526,432.7895,299.17786,293.216111,0.3809441,0.632417545,-2.23888704,1.575205,0.120810008,3,Mg/Al/Cr
33342,-19,-27,52.94029,0,30.13829,0,0,0,0,0,0,0,0,0,16.92143,1.5,435.3973,295.8524654,289.9394106,0.384120357,0.635102612,-2.20294312,1.574305016,0.121279021,3,Mg/Al/Cr
33343,-19,-25,53.26057,0,29.60657,0,0,0,0,0,0,0,0,0,17.13286,1.468,437.9235,291.2208792,285.3565203,0.387296588,0.637743652,-2.167901786,1.573404705,0.121739569,3,Mg/Al/Cr
33344,-19,-23,53.58086,0,29.07486,0,0,0,0,0,0,0,0,0,17.34429,1.442,440.4795,287.7326619,281.9169972,0.390472845,0.640341918,-2.133766678,1.572504721,0.122191753,3,Mg/Al/Cr
33345,-19,-21,53.90114,0,28.54314,0,0,0,0,0,0,0,0,0,17.55571,1.418,443.0653,284.6047677,278.8377993,0.393648915,0.642898088,-2.100536519,1.571604279,0.122635632,3,Mg/Al/Cr
33346,-19,-19,54.22143,0,28.01143,0,0,0,0,0,0,0,0,0,17.76714,1.395,445.681,281.6414227,275.9231486,0.396825172,0.645413693,-2.068210169,1.570704295,0.123071359,3,Mg/Al/Cr
33347,-19,-17,54.54171,0,27.47971,0,0,0,0,0,0,0,0,0,17.97857,1.375,448.4429,279.3238713,273.654293,0.400001403,0.647889344,-2.036786514,1.569803984,0.123498983,3,Mg/Al/Cr
33348,-19,-15,54.862,0,26.948,0,0,0,0,0,0,0,0,0,18.19,1.343,451.3286,274.5788423,268.9579583,0.40317766,0.650326164,-2.006268976,1.568904,0.123918597,3,Mg/Al/Cr
33349,-19,-13,55.18229,0,26.41629,0,0,0,0,0,0,0,0,0,18.40143,1.315,454.2143,270.5731874,265.0009977,0.406353917,0.652724972,-1.976655831,1.568004016,0.124330279,3,Mg/Al/Cr
33350,-19,-11,55.50257,0,25.88457,0,0,0,0,0,0,0,0,0,18.61286,1.295,457.1,268.1508585,262.6273646,0.409530148,0.655086557,-1.947945461,1.567103705,0.124734102,3,Mg/Al/Cr
33351,-19,-9,55.82286,0,25.35286,0,0,0,0,0,0,0,0,0,18.82429,1.266,459.9857,263.800879,258.3260794,0.412706405,0.657411957,-1.920141128,1.566203721,0.12513015,3,Mg/Al/Cr
33352,-19,-7,56.14314,0,24.82114,0,0,0,0,0,0,0,0,0,19.03571,1.246,462.8714,261.2622073,255.8361039,0.415882475,0.659701659,-1.893241557,1.565303279,0.125518464,3,Mg/Al/Cr
33353,-19,-5,56.45783,0,24.3405,0,0,0,0,0,0,0,0,0,19.20167,1.218,465.7571,256.983343,251.6016946,0.418387042,0.661456055,-1.877283754,1.56456524,0.125800231,3,Mg/Al/Cr
33354,-19,-3,56.76133,0,23.962,0,0,0,0,0,0,0,0,0,19.27667,1.197,468.6429,254.1173947,248.7717237,0.419547922,0.662194206,-1.881482861,1.56415099,0.125880583,3,Mg/Al/Cr
33355,-19,-1,57.06483,0,23.5835,0,0,0,0,0,0,0,0,0,19.35167,1.174,471.5286,250.7692831,245.4595893,0.420708802,0.662928274,-1.88534443,1.56373674,0.125959522,3,Mg/Al/Cr
33356,-19,1,57.36833,0,23.205,0,0,0,0,0,0,0,0,0,19.42667,1.155,474.4333,248.2306191,242.9569025,0.421869682,0.66365829,-1.88886846,1.56332249,0.12603705,3,Mg/Al/Cr
33357,-19,3,57.67183,0,22.8265,0,0,0,0,0,0,0,0,0,19.50167,1.136,477.4333,245.6909956,240.4532563,0.423030562,0.66438429,-1.892054953,1.56290824,0.12611317,3,Mg/Al/Cr
33358,-19,5,57.97533,0,22.448,0,0,0,0,0,0,0,0,0,19.57667,1.116,480.4333,242.8820939,237.6803319,0.424191442,0.665106305,-1.894903908,1.56249399,0.126187884,3,Mg/Al/Cr
33359,-19,7,58.27883,0,22.0695,0,0,0,0,0,0,0,0,0,19.65167,1.096,483.4333,240.0188323,234.8530474,0.425352322,0.665824369,-1.897415325,1.56207974,0.126261194,3,Mg/Al/Cr
33360,-19,9,58.63309,0,21.62018,0,0,0,0,0,0,0,0,0,19.74673,1.083,486.4333,238.6436905,233.5205097,0.426818224,0.666737798,-1.89837385,1.5615699,0.126360939,3,Mg/Al/Cr
33361,-19,11,59.01273,0,21.13545,0,0,0,0,0,0,0,0,0,19.85182,1.066,489.4333,236.3463617,231.2690982,0.428436636,0.667743834,-1.898309861,1.561012265,0.126472234,3,Mg/Al/Cr
33362,-19,13,59.39236,0,20.65073,0,0,0,0,0,0,0,0,0,19.95691,1.052,492.4333,234.6720437,229.6406966,0.430055047,0.668742291,-1.897815052,1.560454635,0.126580978,3,Mg/Al/Cr
33363,-19,15,59.772,0,20.166,0,0,0,0,0,0,0,0,0,20.062,1.03,495.4333,231.1642234,226.1787936,0.43167346,0.669733248,-1.896890496,1.559897,0.126687171,3,Mg/Al/Cr
33364,-19,17,60.15164,0,19.68127,0,0,0,0,0,0,0,0,0,20.16709,1.015,498.4333,229.1771392,224.2376267,0.433291873,0.670716792,-1.895535644,1.559339365,0.126790823,3,Mg/Al/Cr
33365,-19,19,60.53127,0,19.19655,0,0,0,0,0,0,0,0,0,20.27218,0.998,501.4333,226.6949863,221.8013902,0.434910284,0.671693008,-1.893750042,1.558781735,0.126891943,3,Mg/Al/Cr
33366,-19,21,60.91091,0,18.71182,0,0,0,0,0,0,0,0,0,20.37727,0.986,503.1909,224.754241,219.9065622,0.436528696,0.672661973,-1.891534623,1.5582241,0.12699053,3,Mg/Al/Cr
33367,-19,23,61.29055,0,18.22709,0,0,0,0,0,0,0,0,0,20.48236,0.974,504.7,222.6847434,217.882982,0.438147109,0.67362377,-1.888888908,1.557666465,0.127086594,3,Mg/Al/Cr
33368,-19,25,61.67018,0,17.74236,0,0,0,0,0,0,0,0,0,20.58745,0.965,506.2091,221.286777,216.5309332,0.439765507,0.674578434,-1.885812023,1.557108669,0.127180139,3,Mg/Al/Cr
33369,-19,27,62.0683,0,17.25446,0,0,0,0,0,0,0,0,0,20.67725,0.959,507.7182,220.5664945,215.8571457,0.441161744,0.675367512,-1.885503486,1.556595641,0.127235388,3,Mg/Al/Cr
33370,-19,29,62.48798,0,16.76064,0,0,0,0,0,0,0,0,0,20.75138,0.946,509.2273,218.2232487,213.5612516,0.442330691,0.675988785,-1.88778207,1.55612618,0.127251206,3,Mg/Al/Cr
33371,-19,31,62.91178,0,16.26317,0,0,0,0,0,0,0,0,0,20.82504,0.937,510.7364,216.7876831,212.1734054,0.443493448,0.676600898,-1.889352969,1.555656304,0.127263094,3,Mg/Al/Cr
33372,-19,33,63.33971,0,15.76206,0,0,0,0,0,0,0,0,0,20.89823,0.935,512.2455,216.9641428,212.3979506,0.44465004,0.677204038,-1.89017561,1.55518634,0.127271054,3,Mg/Al/Cr
33373,-19,35,63.77175,0,15.2573,0,0,0,0,0,0,0,0,0,20.97095,0.923,514.2893,215.0341278,210.5163892,0.445800428,0.677798165,-1.890205505,1.5547158,0.127275075,3,Mg/Al/Cr
33374,-19,37,64.20792,0,14.7489,0,0,0,0,0,0,0,0,0,21.04319,0.909,516.8704,212.8353427,208.3664243,0.446944491,0.678383362,-1.889402845,1.554245041,0.127275137,3,Mg/Al/Cr
33375,-17,-39,49.80408,0,34.51148,0,0,0,0,0,0,0,0,0,15.68444,1.649,415.9524,310.7151949,304.3929049,0.365310224,0.619133412,-2.303754248,1.58020242,0.118705043,3,Mg/Al/Cr
33376,-17,-37,50.18942,0,33.87425,0,0,0,0,0,0,0,0,0,15.93634,1.627,419.3701,309.0887642,302.824858,0.369095123,0.622597148,-2.258001345,1.579128266,0.119316757,3,Mg/Al/Cr
33377,-17,-35,50.56809,0,33.24764,0,0,0,0,0,0,0,0,0,16.18427,1.598,422.7427,306.0209041,299.8144052,0.372820239,0.625937889,-2.214152392,1.57807101,0.11990652,3,Mg/Al/Cr
33378,-17,-33,50.94011,0,32.63167,0,0,0,0,0,0,0,0,0,16.42823,1.57,426.0702,303.0253869,296.875316,0.376485625,0.629161045,-2.172154543,1.577031306,0.120475116,3,Mg/Al/Cr
33379,-17,-31,51.30546,0,32.02632,0,0,0,0,0,0,0,0,0,16.66821,1.543,429.3525,300.1083811,294.013762,0.380091068,0.632271159,-2.131950762,1.576008369,0.121023249,3,Mg/Al/Cr
33380,-17,-29,51.71633,0,31.34833,0,0,0,0,0,0,0,0,0,16.93533,1.513,432.5897,296.4922219,290.4597369,0.384105044,0.635663304,-2.088963399,1.574868014,0.121619324,3,Mg/Al/Cr
33381,-17,-27,52.131,0,30.671,0,0,0,0,0,0,0,0,0,17.198,1.488,435.7818,293.7448232,287.7744845,0.38805408,0.638927429,-2.049072118,1.5737415,0.122189591,3,Mg/Al/Cr
33382,-17,-25,52.4965,0,30.0755,0,0,0,0,0,0,0,0,0,17.428,1.456,438.7168,289.3635623,283.4478784,0.39151237,0.641730841,-2.01546533,1.57275375,0.122677644,3,Mg/Al/Cr
33383,-17,-23,52.862,0,29.48,0,0,0,0,0,0,0,0,0,17.658,1.435,441.3432,286.8973539,281.0363247,0.39497066,0.644485266,-1.982881533,1.571766,0.123155841,3,Mg/Al/Cr
33384,-17,-21,53.18229,0,28.94829,0,0,0,0,0,0,0,0,0,17.86943,1.413,443.9067,284.1397957,278.3274608,0.398146917,0.646980008,-1.952436541,1.570866016,0.12359091,3,Mg/Al/Cr
33385,-17,-19,53.50257,0,28.41657,0,0,0,0,0,0,0,0,0,18.08086,1.385,446.5,280.1363325,274.3726934,0.401323148,0.649435253,-1.922894256,1.569965705,0.124017916,3,Mg/Al/Cr
33386,-17,-17,53.82286,0,27.88486,0,0,0,0,0,0,0,0,0,18.29229,1.364,449.3857,277.6718289,271.9568841,0.404499405,0.651852112,-1.894258076,1.569065721,0.124436949,3,Mg/Al/Cr
33387,-17,-15,54.14314,0,27.35314,0,0,0,0,0,0,0,0,0,18.50371,1.338,452.2714,274.1280273,268.4617788,0.407675475,0.654231133,-1.866526849,1.568165279,0.124848055,3,Mg/Al/Cr
33388,-17,-13,54.46343,0,26.82143,0,0,0,0,0,0,0,0,0,18.71514,1.308,455.1571,269.6915055,264.0739512,0.410851732,0.656573698,-1.839699428,1.567265295,0.125251374,3,Mg/Al/Cr
33389,-17,-11,54.78371,0,26.28971,0,0,0,0,0,0,0,0,0,18.92657,1.294,458.0429,268.4965032,262.9276447,0.414027963,0.658880301,-1.813774821,1.566364984,0.125646946,3,Mg/Al/Cr
33390,-17,-9,55.104,0,25.758,0,0,0,0,0,0,0,0,0,19.138,1.26,460.9286,263.0888263,257.5686621,0.41720422,0.661151942,-1.788756211,1.565465,0.126034851,3,Mg/Al/Cr
33391,-17,-7,55.42429,0,25.22629,0,0,0,0,0,0,0,0,0,19.34943,1.239,463.8143,260.3236607,254.8521908,0.420380477,0.663389321,-1.764641994,1.564565016,0.126415158,3,Mg/Al/Cr
33392,-17,-5,55.74457,0,24.69457,0,0,0,0,0,0,0,0,0,19.56086,1.214,466.7,256.6579314,251.2351573,0.423556708,0.665593116,-1.741430673,1.563664705,0.126787928,3,Mg/Al/Cr
33393,-17,-3,56.05367,0,24.265,0,0,0,0,0,0,0,0,0,19.68133,1.193,469.5857,253.7777303,248.3951726,0.425389278,0.666796915,-1.738490096,1.56308851,0.126961152,3,Mg/Al/Cr
33394,-17,-1,56.35717,0,23.8865,0,0,0,0,0,0,0,0,0,19.75633,1.175,472.4714,251.4847144,246.138134,0.426550158,0.66750852,-1.745098909,1.56267426,0.127035955,3,Mg/Al/Cr
33395,-17,1,56.66067,0,23.508,0,0,0,0,0,0,0,0,0,19.83133,1.153,475.3571,248.2832915,242.9726884,0.427711038,0.668216251,-1.751370183,1.56226001,0.127109364,3,Mg/Al/Cr
33396,-17,3,56.96417,0,23.1295,0,0,0,0,0,0,0,0,0,19.90633,1.136,478.3,246.1370064,240.8623805,0.428871918,0.66892014,-1.75730392,1.56184576,0.127181381,3,Mg/Al/Cr
33397,-17,5,57.26767,0,22.751,0,0,0,0,0,0,0,0,0,19.98133,1.119,481.3,243.9743391,238.7356905,0.430032798,0.669620217,-1.762900118,1.56143151,0.127252009,3,Mg/Al/Cr
33398,-17,7,57.59655,0,22.33709,0,0,0,0,0,0,0,0,0,20.06636,1.097,484.3,240.6685263,235.4691683,0.431346189,0.670413786,-1.767808513,1.560969465,0.127334826,3,Mg/Al/Cr
33399,-17,9,57.97618,0,21.85236,0,0,0,0,0,0,0,0,0,20.17145,1.08,487.3,238.406652,233.2532116,0.432964587,0.671395674,-1.771615964,1.560411669,0.127442643,3,Mg/Al/Cr
33400,-17,11,58.35582,0,21.36764,0,0,0,0,0,0,0,0,0,20.27655,1.064,490.3,236.3206776,231.2131528,0.434583173,0.672370477,-1.774992976,1.559854331,0.12754796,3,Mg/Al/Cr
33401,-17,13,58.73545,0,20.88291,0,0,0,0,0,0,0,0,0,20.38164,1.047,493.3,233.9677503,228.9061431,0.436201571,0.673337794,-1.777939946,1.559296535,0.127650724,3,Mg/Al/Cr
33402,-17,15,59.11509,0,20.39818,0,0,0,0,0,0,0,0,0,20.48673,1.035,496.3,232.6927365,227.6770467,0.437819984,0.674297993,-1.780457637,1.5587389,0.127750973,3,Mg/Al/Cr
33403,-17,17,59.49473,0,19.91345,0,0,0,0,0,0,0,0,0,20.59182,1.018,499.3,230.2541922,225.2844197,0.439438396,0.675251107,-1.782545033,1.558181265,0.127848711,3,Mg/Al/Cr
33404,-17,19,59.87436,0,19.42873,0,0,0,0,0,0,0,0,0,20.69691,1.002,501.5545,227.6585969,222.7347407,0.441056807,0.676197218,-1.784201598,1.557623635,0.127943947,3,Mg/Al/Cr
33405,-17,21,60.254,0,18.944,0,0,0,0,0,0,0,0,0,20.802,0.994,503.0636,226.5204839,221.6425451,0.44267522,0.677136397,-1.785428426,1.557066,0.128036681,3,Mg/Al/Cr
33406,-17,23,60.63364,0,18.45927,0,0,0,0,0,0,0,0,0,20.90709,0.975,504.5727,222.8571473,218.0251258,0.444293633,0.678068724,-1.786224958,1.556508365,0.12812692,3,Mg/Al/Cr
33407,-17,25,61.01327,0,17.97455,0,0,0,0,0,0,0,0,0,21.01218,0.964,506.0818,221.0018734,216.2157683,0.445912044,0.678994275,-1.78659073,1.555950735,0.128214674,3,Mg/Al/Cr
33408,-17,27,61.40421,0,17.48641,0,0,0,0,0,0,0,0,0,21.10939,0.965,507.5909,221.890824,217.1511089,0.447416273,0.679833126,-1.788297596,1.555415196,0.128281305,3,Mg/Al/Cr
33409,-17,29,61.83162,0,16.98575,0,0,0,0,0,0,0,0,0,21.18263,0.947,509.1,218.3993181,213.707644,0.448573484,0.68042338,-1.794723388,1.554944985,0.128288566,3,Mg/Al/Cr
33410,-17,31,62.26315,0,16.48145,0,0,0,0,0,0,0,0,0,21.25541,0.947,510.6091,219.0467084,214.4034412,0.449724677,0.681005043,-1.800419219,1.554474656,0.128291948,3,Mg/Al/Cr
33411,-17,33,62.6988,0,15.9735,0,0,0,0,0,0,0,0,0,21.3277,0.934,512.1182,216.6782347,212.0837429,0.450869359,0.681577727,-1.805345131,1.55400365,0.128291373,3,Mg/Al/Cr
33412,-17,35,63.13857,0,15.4619,0,0,0,0,0,0,0,0,0,21.39953,0.925,513.8963,215.3353971,210.7900481,0.45200801,0.682141951,-1.809454628,1.55353236,0.128286906,3,Mg/Al/Cr
33413,-17,37,63.58246,0,14.94666,0,0,0,0,0,0,0,0,0,21.47088,0.916,516.4838,214.3139198,209.8180805,0.453140323,0.682697564,-1.812706486,1.55306069,0.1282785,3,Mg/Al/Cr
33414,-17,39,64.03047,0,14.42777,0,0,0,0,0,0,0,0,0,21.54176,0.915,519.0747,215.1538678,210.7079058,0.454266445,0.683244746,-1.815055027,1.552588605,0.128266168,3,Mg/Al/Cr
33415,-15,-39,48.81049,0,35.33334,0,0,0,0,0,0,0,0,0,15.85617,1.63,414.7821,306.2709548,299.8647235,0.367664396,0.621899366,-2.139294618,1.58009816,0.119414264,3,Mg/Al/Cr
33416,-15,-37,49.20471,0,34.68192,0,0,0,0,0,0,0,0,0,16.11336,1.607,418.26,304.4811505,298.1346091,0.371528895,0.625383882,-2.095452109,1.579000719,0.120033855,3,Mg/Al/Cr
33417,-15,-35,49.59227,0,34.04114,0,0,0,0,0,0,0,0,0,16.36659,1.582,421.6928,302.2044583,295.9166274,0.375333811,0.628745089,-2.053515842,1.5779208,0.120631192,3,Mg/Al/Cr
33418,-15,-33,49.97317,0,33.41099,0,0,0,0,0,0,0,0,0,16.61584,1.555,425.0804,299.43301,293.2029118,0.379078811,0.631987862,-2.013433315,1.576857975,0.121207,3,Mg/Al/Cr
33419,-15,-31,50.3474,0,32.79148,0,0,0,0,0,0,0,0,0,16.86112,1.527,428.4229,296.353401,290.1800568,0.382764052,0.635117369,-1.975143522,1.57581238,0.12176207,3,Mg/Al/Cr
33420,-15,-29,50.81267,0,32.02667,0,0,0,0,0,0,0,0,0,17.16067,1.5,431.7203,293.3539439,287.2507209,0.387266176,0.638856202,-1.93087452,1.574531486,0.122422396,3,Mg/Al/Cr
33421,-15,-27,51.2765,0,31.2675,0,0,0,0,0,0,0,0,0,17.456,1.476,434.9725,290.8347927,284.8012096,0.39170577,0.642456744,-1.889485314,1.57326575,0.123055607,3,Mg/Al/Cr
33422,-15,-25,51.642,0,30.672,0,0,0,0,0,0,0,0,0,17.686,1.445,438.1797,286.8258589,280.8469305,0.39516406,0.64520362,-1.858862102,1.572278,0.123536435,3,Mg/Al/Cr
33423,-15,-23,52.0075,0,30.0765,0,0,0,0,0,0,0,0,0,17.916,1.423,441.3416,284.4971809,278.5729072,0.39862235,0.647902931,-1.829261881,1.57129025,0.124007531,3,Mg/Al/Cr
33424,-15,-21,52.373,0,29.481,0,0,0,0,0,0,0,0,0,18.146,1.403,444.4585,282.4795998,276.6099809,0.40208064,0.650555899,-1.800684649,1.5703025,0.124469006,3,Mg/Al/Cr
33425,-15,-19,52.7385,0,28.8855,0,0,0,0,0,0,0,0,0,18.376,1.379,447.4429,279.5117629,273.6967987,0.40553893,0.653163709,-1.773130407,1.56931475,0.124920967,3,Mg/Al/Cr
33426,-15,-17,53.104,0,28.29,0,0,0,0,0,0,0,0,0,18.606,1.358,450.3286,277.0304462,271.2701368,0.40899722,0.655727501,-1.746599155,1.568327,0.125363516,3,Mg/Al/Cr
33427,-15,-15,53.42429,0,27.75829,0,0,0,0,0,0,0,0,0,18.81743,1.331,453.2143,273.2623897,267.5507746,0.412173477,0.658051155,-1.721653091,1.567427016,0.125766338,3,Mg/Al/Cr
33428,-15,-13,53.74457,0,27.22657,0,0,0,0,0,0,0,0,0,19.02886,1.307,456.1,270.0435831,264.3806638,0.415349708,0.660339247,-1.697609855,1.566526705,0.126161448,3,Mg/Al/Cr
33429,-15,-11,54.06486,0,26.69486,0,0,0,0,0,0,0,0,0,19.24029,1.288,458.9857,267.8016325,262.1874074,0.418525965,0.662592765,-1.674472603,1.565626721,0.126548925,3,Mg/Al/Cr
33430,-15,-9,54.38514,0,26.16314,0,0,0,0,0,0,0,0,0,19.45171,1.26,461.8714,263.6269577,258.0614289,0.421702035,0.664812152,-1.652240309,1.564726279,0.126928807,3,Mg/Al/Cr
33431,-15,-7,54.70543,0,25.63143,0,0,0,0,0,0,0,0,0,19.66314,1.237,464.7571,260.4317533,254.9149188,0.424878292,0.666998662,-1.630911815,1.563826295,0.12730122,3,Mg/Al/Cr
33432,-15,-5,55.02571,0,25.09971,0,0,0,0,0,0,0,0,0,19.87457,1.215,467.6429,257.3883139,251.9201753,0.428054523,0.66915269,-1.610486258,1.562925984,0.127666196,3,Mg/Al/Cr
33433,-15,-3,55.346,0,24.568,0,0,0,0,0,0,0,0,0,20.086,1.191,470.5286,253.8610019,248.4415575,0.43123078,0.671275133,-1.590966576,1.562026,0.128023808,3,Mg/Al/Cr
33434,-15,-1,55.6495,0,24.1895,0,0,0,0,0,0,0,0,0,20.161,1.173,473.4143,251.5576832,246.174216,0.43239166,0.671965212,-1.600322685,1.56161175,0.128094554,3,Mg/Al/Cr
33435,-15,1,55.953,0,23.811,0,0,0,0,0,0,0,0,0,20.236,1.155,476.3,249.2073045,243.8598146,0.43355254,0.672651583,-1.609341257,1.5611975,0.128163922,3,Mg/Al/Cr
33436,-15,3,56.2565,0,23.4325,0,0,0,0,0,0,0,0,0,20.311,1.132,479.1857,245.7245102,240.4129976,0.43471342,0.673334278,-1.61802229,1.56078325,0.128231915,3,Mg/Al/Cr
33437,-15,5,56.56,0,23.054,0,0,0,0,0,0,0,0,0,20.386,1.112,482.1667,242.8847248,237.6091894,0.4358743,0.674013324,-1.626365786,1.560369,0.128298534,3,Mg/Al/Cr
33438,-15,7,56.93964,0,22.56927,0,0,0,0,0,0,0,0,0,20.49109,1.098,485.1667,241.3190056,236.0893875,0.437492713,0.674971929,-1.634046815,1.559811365,0.128402935,3,Mg/Al/Cr
33439,-15,9,57.31927,0,22.08455,0,0,0,0,0,0,0,0,0,20.59618,1.076,488.1667,237.9461182,232.7624165,0.439111124,0.675923456,-1.641296816,1.559253735,0.128504834,3,Mg/Al/Cr
33440,-15,11,57.69891,0,21.59982,0,0,0,0,0,0,0,0,0,20.70127,1.061,491.1667,236.0709245,230.9331402,0.440729536,0.67686798,-1.648117277,1.5586961,0.128604231,3,Mg/Al/Cr
33441,-15,13,58.07855,0,21.11509,0,0,0,0,0,0,0,0,0,20.80636,1.056,494.1667,236.3935359,231.3016689,0.442347949,0.677805579,-1.654507443,1.558138465,0.128701136,3,Mg/Al/Cr
33442,-15,15,58.45818,0,20.63036,0,0,0,0,0,0,0,0,0,20.91145,1.034,497.1667,232.8738766,227.8279272,0.443966347,0.678736286,-1.66046632,1.557580669,0.128795552,3,Mg/Al/Cr
33443,-15,17,58.83782,0,20.14564,0,0,0,0,0,0,0,0,0,21.01655,1.018,499.9182,230.5392776,225.5392438,0.445584933,0.679660456,-1.665994786,1.557023331,0.128887516,3,Mg/Al/Cr
33444,-15,19,59.21745,0,19.66091,0,0,0,0,0,0,0,0,0,21.12164,1.009,501.4273,229.190886,224.2367698,0.447203331,0.680577689,-1.671093182,1.556465535,0.128976974,3,Mg/Al/Cr
33445,-15,21,59.59709,0,19.17618,0,0,0,0,0,0,0,0,0,21.22673,0.989,502.9364,225.3240571,220.4158583,0.448821744,0.681488339,-1.675762257,1.5559079,0.129063962,3,Mg/Al/Cr
33446,-15,23,59.97673,0,18.69145,0,0,0,0,0,0,0,0,0,21.33182,0.981,504.4455,224.1720491,219.3097676,0.450440156,0.682392433,-1.680001036,1.555350265,0.129148483,3,Mg/Al/Cr
33447,-15,25,60.35636,0,18.20673,0,0,0,0,0,0,0,0,0,21.43691,0.966,505.9545,221.4046773,216.5883122,0.452058567,0.683290046,-1.683808976,1.554792635,0.129230546,3,Mg/Al/Cr
33448,-15,27,60.736,0,17.722,0,0,0,0,0,0,0,0,0,21.542,0.972,507.4636,223.4443425,218.6738947,0.45367698,0.68418124,-1.687187187,1.554235,0.12931015,3,Mg/Al/Cr
33449,-15,29,61.17113,0,17.21451,0,0,0,0,0,0,0,0,0,21.61436,0.952,508.9727,219.4975307,214.7758116,0.454822613,0.684741988,-1.69789006,1.553764175,0.129309005,3,Mg/Al/Cr
33450,-15,31,61.61039,0,16.70337,0,0,0,0,0,0,0,0,0,21.68624,0.951,510.4818,219.9170909,215.2444684,0.45596191,0.685294212,-1.707843133,1.553292965,0.129303954,3,Mg/Al/Cr
